scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
700,romantic,very_high,60,afternoon,normal_day,just_met,3,moderate,true,false,romantic_connection,3,Trivia Battle,competitive_game,0.05128,0.555
701,calm,high,20,evening,weekend,serious,2,light,false,false,calm_connection,6,Scribble,creative_game,0.05651,0.72
702,sensual,very_high,10,late_night,celebration,long_term,4,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.08429,0.738
703,low_energy,very_high,15,evening,reunion,long_term,2,light,false,false,gentle_connection,17,Couple Challenge,challenge,0.05296,0.719
704,energetic,medium,15,late_night,birthday,new,3,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.07022,0.775
705,nostalgic,low,15,evening,reunion,long_term,1,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.08197,0.812
706,energetic,high,15,morning,special_memory,serious,3,light,false,false,high_energy_fun,6,Scribble,creative_game,0.05862,0.74
707,erotic,very_low,30,evening,anniversary,serious,5,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.10378,0.755
708,affectionate,low,45,late_night,holiday,serious,2,moderate,true,false,warm_connection,14,Date Planner,date_activity,0.07969,0.639
709,relaxed,low,30,evening,birthday,long_term,3,light,false,false,easy_connection,16,Watch Together,watch_together,0.07983,0.74
710,playful,low,10,evening,first_date,serious,5,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.08986,0.775
711,sensual,very_high,20,afternoon,valentines,just_met,2,high,true,true,sensual_connection,3,Trivia Battle,competitive_game,0.15019,0.635
712,nostalgic,very_low,10,morning,birthday,dating,2,moderate,true,false,memory_connection,24,Date Night Roulette,date_activity,0.05328,0.694
713,sensual,very_low,10,morning,date_night,just_met,4,high,true,true,sensual_connection,12,Deep Questions,conversation,0.12911,0.635
714,relaxed,medium,60,late_night,valentines,serious,1,light,false,false,easy_connection,16,Watch Together,watch_together,0.19858,0.715
715,erotic,low,5,evening,special_memory,serious,1,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.11954,0.727
716,romantic,low,60,evening,holiday,serious,1,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.15152,0.66
717,erotic,low,20,late_night,anniversary,just_met,2,very_high,true,true,intimate_connection,12,Deep Questions,conversation,0.08718,0.66
718,erotic,very_low,30,afternoon,reunion,serious,3,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.07277,0.646
719,romantic,very_low,45,morning,birthday,serious,3,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.11365,0.706
720,happy,low,5,afternoon,celebration,serious,3,light,false,false,positive_social,1,Rapid Fire,question_game,0.10493,0.75
721,erotic,medium,30,morning,long_distance,new,1,very_high,true,true,intimate_connection,14,Date Planner,date_activity,0.06125,0.672
722,celebratory,high,45,afternoon,valentines,just_met,2,light,false,false,celebration,3,Trivia Battle,competitive_game,0.14606,0.66
723,playful,very_high,15,morning,normal_day,dating,2,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.06259,0.69
724,erotic,very_low,10,late_night,anniversary,dating,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.07941,0.75
725,erotic,medium,60,late_night,rough_day,new,1,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.11009,0.672
726,calm,low,15,morning,reunion,serious,5,light,false,false,calm_connection,22,Little Moments,memory,0.07349,0.86
727,sensual,high,10,afternoon,weekend,dating,3,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.07426,0.726
728,deep,very_high,60,afternoon,first_date,long_term,2,light,false,false,deep_connection,16,Watch Together,watch_together,0.16154,0.585
729,deep,very_high,15,late_night,normal_day,long_term,4,light,false,false,deep_connection,11,Relationship Timeline,memory,0.05981,0.713
730,happy,very_high,60,evening,special_memory,long_term,2,light,false,false,positive_social,11,Relationship Timeline,memory,0.11831,0.589
731,playful,very_high,60,late_night,anniversary,long_term,4,light,false,false,playful_social,11,Relationship Timeline,memory,0.08383,0.613
732,romantic,very_high,15,evening,long_distance,dating,1,moderate,true,false,romantic_connection,9,How Well Do You Know Me,question_game,0.0649,0.762
733,low_energy,very_low,5,afternoon,date_night,just_met,2,light,false,false,gentle_connection,15,Music Mood,watch_together,0.11868,0.635
734,affectionate,very_low,5,late_night,celebration,serious,5,moderate,true,false,warm_connection,23,Cozy Conversation,conversation,0.10817,0.775
735,celebratory,medium,5,evening,anniversary,long_term,1,light,false,false,celebration,1,Rapid Fire,question_game,0.09677,0.715
736,affectionate,high,60,morning,reunion,just_met,3,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.17073,0.61
737,relaxed,medium,60,morning,holiday,long_term,3,light,false,false,easy_connection,24,Date Night Roulette,date_activity,0.09174,0.676
738,sensual,very_low,60,evening,first_date,new,5,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.15385,0.695
739,sensual,low,30,late_night,anniversary,new,5,high,true,true,sensual_connection,22,Little Moments,memory,0.07872,0.78
740,celebratory,low,30,late_night,rough_day,just_met,5,light,false,false,celebration,16,Watch Together,watch_together,0.13593,0.72
741,energetic,high,5,afternoon,special_memory,new,5,light,false,false,high_energy_fun,22,Little Moments,memory,0.09636,0.73
742,calm,low,30,late_night,just_because,dating,3,light,false,false,calm_connection,16,Watch Together,watch_together,0.07844,0.74
743,calm,medium,20,late_night,holiday,dating,5,light,false,false,calm_connection,24,Date Night Roulette,date_activity,0.06069,0.78
744,nostalgic,low,20,evening,valentines,serious,4,moderate,true,false,memory_connection,18,Truth or Dare,romantic_activity,0.0617,0.743
745,happy,very_low,15,morning,weekend,new,3,light,false,false,positive_social,17,Couple Challenge,challenge,0.06649,0.761
746,affectionate,low,60,evening,normal_day,dating,5,moderate,true,false,warm_connection,22,Little Moments,memory,0.12887,0.72
747,celebratory,very_high,10,morning,normal_day,serious,3,light,false,false,celebration,17,Couple Challenge,challenge,0.07309,0.751
748,deep,medium,30,afternoon,anniversary,dating,3,light,false,false,deep_connection,11,Relationship Timeline,memory,0.11083,0.811
749,relaxed,very_high,10,morning,rough_day,dating,4,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.08913,0.773
750,sensual,very_high,60,morning,late_night,dating,1,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.1934,0.657
751,celebratory,high,5,morning,just_because,dating,3,light,false,false,celebration,17,Couple Challenge,challenge,0.06283,0.696
752,relaxed,high,60,morning,holiday,new,5,light,false,false,easy_connection,6,Scribble,creative_game,0.08264,0.64
753,low_energy,high,5,evening,weekend,just_met,3,light,false,false,gentle_connection,4,Tic Tac Toe,competitive_game,0.09765,0.635
754,romantic,medium,30,afternoon,date_night,just_met,4,moderate,true,false,romantic_connection,12,Deep Questions,conversation,0.07403,0.635
755,erotic,very_high,30,morning,anniversary,serious,3,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.07492,0.646
756,romantic,low,15,morning,reunion,long_term,1,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.06088,0.787
757,deep,very_low,20,late_night,special_memory,new,2,light,false,false,deep_connection,13,Future Plans,conversation,0.08079,0.774
758,affectionate,high,20,afternoon,weekend,long_term,5,moderate,true,false,warm_connection,14,Date Planner,date_activity,0.05921,0.755
759,playful,medium,60,late_night,valentines,long_term,1,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.11173,0.732
760,relaxed,high,15,evening,anniversary,dating,3,light,false,false,easy_connection,11,Relationship Timeline,memory,0.05711,0.706
761,happy,medium,10,evening,late_night,serious,5,light,false,false,positive_social,8,Two Truths and a Lie,question_game,0.05484,0.74
762,happy,low,10,evening,date_night,just_met,1,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.08479,0.69
763,affectionate,very_high,10,evening,normal_day,dating,1,moderate,true,false,warm_connection,22,Little Moments,memory,0.06108,0.677
764,energetic,very_low,15,afternoon,rough_day,long_term,2,light,false,false,high_energy_fun,23,Cozy Conversation,conversation,0.06288,0.719
765,nostalgic,medium,30,late_night,late_night,new,1,moderate,true,false,memory_connection,16,Watch Together,watch_together,0.0869,0.695
766,low_energy,very_high,5,evening,date_night,just_met,3,light,false,false,gentle_connection,1,Rapid Fire,question_game,0.12706,0.635
767,sensual,very_high,15,morning,reunion,just_met,1,high,true,true,sensual_connection,1,Rapid Fire,question_game,0.10297,0.635
768,deep,medium,60,morning,normal_day,dating,4,light,false,false,deep_connection,13,Future Plans,conversation,0.11905,0.708
769,relaxed,very_high,45,morning,just_because,dating,4,light,false,false,easy_connection,15,Music Mood,watch_together,0.07143,0.585
770,nostalgic,very_low,10,afternoon,weekend,serious,5,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.05494,0.775
771,happy,very_low,10,evening,valentines,serious,4,light,false,false,positive_social,14,Date Planner,date_activity,0.05793,0.718
772,happy,medium,45,evening,valentines,dating,2,light,false,false,positive_social,20,Romantic Q&A,intimate_activity,0.06947,0.639
773,nostalgic,medium,60,morning,celebration,dating,4,moderate,true,false,memory_connection,17,Couple Challenge,challenge,0.07957,0.663
774,happy,very_high,15,afternoon,date_night,dating,4,light,false,false,positive_social,19,Flirty This or That,intimate_activity,0.04965,0.718
775,playful,high,30,afternoon,long_distance,new,5,light,false,false,playful_social,6,Scribble,creative_game,0.08168,0.74
776,deep,very_high,15,late_night,weekend,new,2,light,false,false,deep_connection,24,Date Night Roulette,date_activity,0.05584,0.694
777,celebratory,very_high,45,afternoon,holiday,new,3,light,false,false,celebration,6,Scribble,creative_game,0.13712,0.695
778,nostalgic,low,20,afternoon,celebration,long_term,2,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.07003,0.764
779,nostalgic,very_high,45,morning,date_night,dating,2,moderate,true,false,memory_connection,14,Date Planner,date_activity,0.08076,0.614
780,erotic,medium,20,late_night,birthday,serious,3,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.08489,0.776
781,affectionate,very_low,10,afternoon,normal_day,long_term,5,moderate,true,false,warm_connection,22,Little Moments,memory,0.07073,0.775
782,celebratory,very_high,10,afternoon,anniversary,just_met,3,light,false,false,celebration,1,Rapid Fire,question_game,0.09689,0.715
783,erotic,high,10,late_night,rough_day,dating,2,very_high,true,true,intimate_connection,22,Little Moments,memory,0.06986,0.694
784,energetic,high,10,afternoon,anniversary,new,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.07112,0.74
785,happy,medium,20,afternoon,rough_day,new,2,light,false,false,positive_social,23,Cozy Conversation,conversation,0.06449,0.719
786,energetic,very_high,20,evening,holiday,serious,2,light,false,false,high_energy_fun,6,Scribble,creative_game,0.08778,0.775
787,erotic,very_low,30,late_night,rough_day,dating,4,very_high,true,true,intimate_connection,18,Truth or Dare,romantic_activity,0.08502,0.738
788,sensual,very_high,30,morning,weekend,just_met,4,high,true,true,sensual_connection,3,Trivia Battle,competitive_game,0.13562,0.695
789,happy,low,30,late_night,rough_day,just_met,5,light,false,false,positive_social,16,Watch Together,watch_together,0.15106,0.72
790,erotic,very_low,10,evening,reunion,serious,3,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.08189,0.726
791,deep,high,10,late_night,birthday,long_term,1,light,false,false,deep_connection,12,Deep Questions,conversation,0.06738,0.69
792,romantic,high,60,late_night,first_date,long_term,1,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.20601,0.61
793,celebratory,very_high,10,late_night,long_distance,dating,4,light,false,false,celebration,17,Couple Challenge,challenge,0.06262,0.763
794,energetic,very_high,45,afternoon,just_because,serious,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.13534,0.635
795,sensual,low,45,morning,first_date,just_met,4,high,true,true,sensual_connection,16,Watch Together,watch_together,0.21834,0.66
796,playful,very_high,45,late_night,rough_day,long_term,5,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.07261,0.635
797,relaxed,very_high,20,morning,special_memory,new,3,light,false,false,easy_connection,11,Relationship Timeline,memory,0.06702,0.681
798,low_energy,low,10,afternoon,date_night,just_met,4,light,false,false,gentle_connection,15,Music Mood,watch_together,0.06178,0.74
799,sensual,high,15,afternoon,first_date,new,2,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.0815,0.739
800,erotic,medium,5,late_night,reunion,serious,5,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.08667,0.775
801,celebratory,high,10,afternoon,late_night,serious,4,light,false,false,celebration,1,Rapid Fire,question_game,0.05484,0.74
802,playful,very_high,30,morning,anniversary,long_term,3,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.07641,0.715
803,nostalgic,low,5,afternoon,date_night,just_met,3,moderate,true,false,memory_connection,2,This or That,question_game,0.1222,0.635
804,happy,very_high,60,evening,valentines,just_met,1,light,false,false,positive_social,16,Watch Together,watch_together,0.23077,0.585
805,romantic,low,45,evening,late_night,long_term,5,moderate,true,false,romantic_connection,10,Memory Lane,memory,0.06019,0.72
806,romantic,high,45,evening,just_because,just_met,1,moderate,true,false,romantic_connection,3,Trivia Battle,competitive_game,0.0936,0.58
